c0,c1,c2,c3,c4,c5,c6,c7,c8
R,F,2378654.0,7306.0,10943473.5,10400393.8715,10809428.352822,14.78,295
R,F,2768417.0,9039.0,13571462.48,12873977.2822,13398784.532014,18.06,350
R,F,149981.0,11636.0,17177245.64,16277315.7723,16940937.561496,24.3,462
R,F,192501.0,5154.0,7822299.27,7472495.3676,7784754.663886,10.1,213
R,F,896442.0,4728.0,7026347.64,6698566.1318,6974061.641358,9.0,187
R,F,1293016.0,3982.0,5886972.67,5573627.0432,5801599.078041,8.97,165
R,F,1366228.0,11563.0,17416803.14,16566922.344,17217272.683355,23.25,458
R,F,2344033.0,4620.0,6933649.79,6596349.3353,6857453.356497,9.16,189
R,F,2394390.0,11682.0,17476655.38,16596069.6978,17268037.586641,23.78,471
R,F,98885.0,586.0,891598.46,861253.6426,899268.109869,1.25,27
R,F,113429.0,2985.0,4620375.48,4384891.4897,4549539.212461,6.05,118
R,F,513525.0,69.0,125121.92,117943.4992,121198.003464,0.27,4
R,F,561392.0,11599.0,17509212.41,16651361.4456,17341147.811721,23.03,453
R,F,1315014.0,9082.0,13800379.54,13065756.3721,13606895.648894,18.7,358
R,F,1362306.0,13332.0,19856838.84,18866420.1565,19618696.472452,26.63,537
R,F,1714951.0,722.0,1118477.25,1073068.549,1116770.211638,1.45,34
R,F,1714952.0,9805.0,14603055.22,13837680.2888,14373621.689125,20.09,393
R,F,1720436.0,11607.0,17302551.15,16430416.7425,17083703.645331,23.18,448
R,F,1961987.0,2996.0,4476140.3,4248433.5649,4417509.360573,5.96,120
R,F,2377603.0,2513.0,3881021.81,3689514.7606,3836577.925542,4.8,98
R,F,2455558.0,3128.0,4496607.63,4261510.9023,4433041.169481,5.89,119
R,F,445601.0,5763.0,8795095.2,8354940.2094,8688692.614981,11.37,232
R,F,579909.0,10101.0,15184641.76,14381404.2371,14976211.127341,22.05,408
R,F,817805.0,8779.0,12939864.94,12354672.7323,12808855.691409,15.86,335
R,F,997620.0,10476.0,15742696.78,14978700.5906,15586367.061975,20.72,415
R,F,1565964.0,7718.0,11611614.95,11039885.0732,11510370.996999,15.86,317
R,F,2235374.0,4660.0,6924265.66,6568470.8789,6847364.315084,9.38,183
R,F,2873004.0,6035.0,9062498.15,8597966.7369,8947363.152526,12.2,231
R,F,116652.0,6263.0,9313799.87,8859321.559,9224850.244388,11.8,241
R,F,255291.0,8061.0,11835653.41,11208919.6489,11663283.912132,17.43,326
R,F,1003933.0,6320.0,9488144.99,9033623.1264,9396789.962566,11.0,234
R,F,1347967.0,3119.0,4840007.96,4576423.6943,4768175.698674,6.4,123
R,F,1473386.0,7008.0,10215418.5,9717202.2302,10087368.245614,13.47,275
R,F,1539220.0,180.0,236112.8,226267.057,237951.34715,0.37,7
R,F,1774877.0,688.0,1048969.37,1002233.051,1037165.089197,1.05,24
R,F,2471471.0,2283.0,3366380.06,3186679.3664,3329103.643405,4.39,84
R,F,2769397.0,7878.0,11708320.36,11106099.9435,11564087.691103,16.39,325
R,F,1656044.0,3187.0,4545155.78,4324647.3724,4491686.243551,5.76,127
R,F,1832217.0,625.0,944152.34,907883.6155,945224.098994,0.72,19
R,F,2097259.0,10996.0,16568431.51,15771912.0485,16398780.15819,20.25,420
R,F,149709.0,5862.0,8852708.8,8369191.1101,8714635.07856,12.17,229
R,F,462480.0,8197.0,12252833.0,11655696.1611,12129609.010058,15.6,307
R,F,544807.0,1409.0,2098634.56,1991976.0943,2076214.040901,3.05,62
R,F,701290.0,1430.0,2116671.78,2003145.9707,2076159.050548,3.23,62
R,F,1083849.0,10562.0,15901794.37,15085049.8846,15698330.48486,21.59,423
R,F,1227136.0,7964.0,12040391.24,11384433.0777,11840646.797478,16.78,311
R,F,1379574.0,6591.0,9568519.74,9129314.2415,9495260.548667,12.8,268
R,F,1687409.0,5818.0,8703503.29,8279384.2711,8612892.021761,11.54,231
R,F,1776126.0,8682.0,13225163.19,12563653.4092,13053147.444394,17.36,347
R,F,2032080.0,13191.0,19777834.22,18783123.3416,19515901.516417,25.73,508
R,F,2126199.0,2650.0,4184716.58,3980861.7616,4168623.8486,5.57,108
R,F,2172182.0,3814.0,5636465.47,5373153.3856,5594967.951042,7.1,148
R,F,2240008.0,4554.0,6868427.08,6524502.4307,6783346.807069,9.31,190
R,F,2262112.0,9235.0,14025819.28,13339332.7269,13883186.17852,18.0,363
R,F,2457051.0,2867.0,4274902.05,4059858.7288,4210407.372371,5.74,116
R,F,2817914.0,6822.0,10287713.28,9739780.3908,10117328.221268,14.69,271
R,F,2827446.0,8918.0,13498111.84,12797133.7236,13291394.259255,18.0,350
R,F,2827447.0,4208.0,6495921.45,6154315.8728,6398004.799017,8.28,164
R,F,1453363.0,8366.0,12310302.13,11696308.859,12147170.037452,16.81,331
R,F,1617163.0,11541.0,17404900.47,16480031.8188,17136842.731106,24.06,449
R,F,2175560.0,3522.0,5437626.97,5150429.6339,5363456.901557,7.18,139
R,F,2426762.0,2432.0,3770005.18,3585649.5921,3728506.884691,5.1,106
R,F,2584988.0,1422.0,2062633.67,1953944.4093,2047852.198504,2.6,50
R,F,109592.0,1770.0,2567698.34,2448144.6783,2539975.929911,3.61,74
R,F,2270905.0,8897.0,13290014.56,12644870.9759,13148168.449474,17.34,355
R,F,2726791.0,1034.0,1568651.76,1487876.9672,1551487.054195,2.02,41
R,F,551213.0,8387.0,12744025.22,12070147.3594,12523247.12028,16.37,312
R,F,895373.0,7794.0,11905937.75,11276445.3264,11729796.372555,14.79,284
R,F,913578.0,12287.0,18382897.92,17447794.7955,18132917.668107,24.98,481
R,F,1067582.0,10974.0,16294806.26,15487129.7246,16141462.628383,21.56,437
R,F,1311740.0,1685.0,2434751.68,2321342.3106,2422265.999792,3.45,70
R,F,1506576.0,10807.0,16122854.0,15313958.8189,15881920.320803,21.52,423
R,F,1688453.0,12575.0,19190715.28,18182584.2998,18901611.021562,24.97,481
R,F,2015603.0,8794.0,13524201.02,12834155.9815,13354340.559246,17.31,347
R,F,2015604.0,4712.0,6908596.26,6525353.3836,6812874.970697,10.56,188
R,F,2224144.0,4226.0,6301031.78,5959944.0884,6197262.266573,8.72,165
R,F,2224145.0,6914.0,10203397.8,9722094.1247,10113191.353928,13.78,283
R,F,805462.0,3823.0,5671897.9,5388893.5954,5606125.969578,7.84,153
R,F,842338.0,2691.0,3969362.3,3767598.543,3924996.139511,5.23,110
R,F,842339.0,10232.0,15526269.81,14743798.0946,15333716.985023,19.35,389
R,F,1437629.0,41.0,55318.02,54764.8398,55860.136596,0.01,1
R,F,1809683.0,1312.0,1923021.26,1826070.4644,1896543.92846,2.59,54
R,F,2025681.0,5246.0,7832880.04,7423645.8661,7708210.742857,11.47,217
R,F,2538432.0,12359.0,18734212.09,17768304.228,18459942.349042,25.44,487
R,F,85375.0,2081.0,3228804.36,3073227.6116,3206596.660903,4.12,86
R,F,147847.0,8528.0,12965000.3,12312042.2827,12805237.70604,15.35,311
R,F,382019.0,4315.0,6557652.34,6224418.4438,6480043.463686,8.64,170
R,F,382020.0,9321.0,13601562.3,12944989.6046,13432643.767264,17.19,357
R,F,421524.0,7069.0,10601125.56,10053493.0632,10455884.36325,13.66,272
R,F,547388.0,8926.0,13380442.73,12744115.8867,13270941.277353,18.27,365
R,F,608999.0,2159.0,3152537.62,2982526.1966,3095886.434724,4.33,82
R,F,759198.0,10176.0,15114891.51,14363061.3932,14943429.655297,20.48,413
R,F,881514.0,3263.0,4887947.5,4663815.394,4846280.969154,5.9,124
R,F,918803.0,9394.0,13924391.1,13231085.6647,13740341.862442,18.0,368
R,F,1272829.0,1715.0,2510755.78,2397451.2582,2497198.588017,2.81,60
R,F,1394584.0,5575.0,8510092.16,8048269.9914,8348045.913139,11.25,209
R,F,1690143.0,3260.0,4868658.2,4613098.8538,4789401.415099,6.85,135
R,F,2199450.0,6840.0,10138739.86,9594113.2246,9956332.326293,13.68,262
R,F,2237487.0,9974.0,15204077.53,14444939.0204,15029784.664927,19.84,399
R,F,2239849.0,5053.0,7746940.28,7395100.7373,7676976.761385,10.17,216
R,F,2862694.0,2204.0,3237932.46,3075938.5192,3195681.578107,4.33,86
R,F,9150.0,3222.0,4985664.73,4726900.9471,4909919.505145,5.91,118
R,F,52049.0,5996.0,8984346.02,8534860.7017,8887586.288481,11.61,237
R,F,914500.0,1394.0,2131648.3,2013009.4384,2096305.401875,2.59,51
R,F,914501.0,12683.0,19155709.45,18239822.544,18956046.377464,23.06,483
R,F,1688613.0,2513.0,3702246.45,3547833.8765,3684271.959279,3.86,88
R,F,1804765.0,5737.0,8559383.73,8130277.9981,8447556.553736,10.0,210
R,F,1892522.0,1570.0,2362912.71,2231169.8221,2318630.758999,3.45,62
R,F,2193348.0,5456.0,8096751.94,7695767.6819,8025317.672271,10.22,210
R,F,2481146.0,985.0,1409541.37,1341561.3584,1398945.964917,1.89,36
R,F,2788020.0,11105.0,16835973.57,16037062.8836,16683163.512377,21.97,451
R,F,2866085.0,7861.0,11528147.25,10929969.3145,11360955.372973,15.11,310
R,F,2899223.0,1922.0,3028140.55,2869378.974,2959160.407085,3.58,70
R,F,55051.0,8301.0,12624604.54,12004861.986,12467967.199081,16.58,336
R,F,57162.0,5644.0,8360035.46,7941294.6646,8257916.266445,11.67,234
R,F,624041.0,7553.0,11234254.18,10680018.3048,11115696.942167,13.76,279
R,F,773687.0,6255.0,9359412.99,8866217.4735,9202202.967579,13.65,256
R,F,1234027.0,7775.0,11492113.55,10876433.201,11283549.610056,17.1,333
R,F,2327754.0,4764.0,7156363.87,6793595.1594,7061330.081026,9.3,179
R,F,2359876.0,216.0,327748.65,309967.8794,322369.759984,0.44,7
R,F,2420753.0,5418.0,8185687.41,7786731.1398,8099566.890711,10.72,220
R,F,2630871.0,10356.0,15681318.06,14896120.6451,15479629.990438,19.11,385
R,F,2872924.0,8058.0,11964964.48,11350468.2034,11803876.255014,16.67,323
R,F,345237.0,6604.0,9741549.47,9278328.0363,9645566.018242,12.42,257
R,F,1386757.0,12338.0,18637552.78,17679805.4026,18381678.540348,24.66,474
R,F,2103373.0,648.0,962607.39,920555.7412,957767.287903,0.99,22
R,F,2206130.0,10225.0,15688819.57,14889614.2728,15508345.225629,20.35,415
R,F,2507518.0,7241.0,10843856.67,10325683.0423,10740562.286268,14.5,290
R,F,580237.0,5682.0,8389331.18,7960091.697,8266406.077261,12.29,234
R,F,1611911.0,1161.0,1764664.28,1669810.592,1730795.888697,2.46,47
R,F,1803494.0,10392.0,15378923.84,14600311.0662,15167409.804245,20.95,412
R,F,2203756.0,2211.0,3273286.29,3126545.4762,3256214.67675,4.18,92
R,F,2635026.0,2097.0,3024174.51,2860254.4067,2981036.009947,4.15,82
R,F,628302.0,425.0,590710.01,562959.8991,589131.877637,0.74,15
R,F,2044043.0,8523.0,12680289.47,12016902.4859,12508432.622746,16.9,331
R,F,2199667.0,2717.0,3957572.4,3764086.5666,3914128.817736,5.46,108
R,F,127117.0,14074.0,21066754.66,20041821.0161,20822488.732579,26.52,549
R,F,140056.0,5082.0,7639349.41,7231777.2194,7509876.877026,10.43,194
R,F,281171.0,8092.0,11943809.42,11371094.0961,11849372.244834,14.95,304
R,F,286172.0,1627.0,2526424.36,2402485.6217,2513602.068787,2.89,61
R,F,525605.0,9537.0,14317496.93,13587423.5873,14125279.865288,18.84,367
R,F,618483.0,9520.0,14727318.6,14030597.423,14570680.446112,17.39,361
R,F,1277399.0,11744.0,17337200.1,16444559.1195,17111739.986139,23.99,468
R,F,2321702.0,7586.0,11462057.1,10880028.1251,11318321.804756,15.51,298
R,F,2333044.0,9641.0,14514198.5,13776557.7541,14358519.444771,18.29,355
R,F,2420686.0,12506.0,18539717.01,17684379.3569,18394189.14669,23.02,488
R,F,2638638.0,10750.0,16041676.75,15213987.224,15838476.98766,21.07,415
R,F,2638670.0,2879.0,4388526.28,4161735.0841,4323886.425153,6.09,120
R,F,2745149.0,2035.0,3017420.92,2865565.3327,2991753.302322,4.51,85
R,F,188070.0,6828.0,10288548.48,9768631.4642,10146728.188782,13.32,261
R,F,327769.0,6355.0,9404233.84,8939867.4853,9341869.455429,11.79,236
R,F,774834.0,10274.0,15614403.76,14839319.5467,15421535.870644,20.64,412
R,F,792400.0,12852.0,19264199.43,18366491.9954,19087883.817897,23.24,494
R,F,904795.0,5556.0,8110086.44,7714593.0097,8028355.091586,10.5,209
R,F,904796.0,7725.0,11493183.94,10911156.0999,11359563.214561,15.77,311
R,F,1047321.0,12042.0,18289426.24,17429612.7036,18129491.881068,23.0,478
R,F,1050498.0,1501.0,2375025.07,2265420.6831,2354880.113092,2.59,59
R,F,1112095.0,4181.0,6442924.95,6104953.7665,6341795.918892,7.73,148
R,F,1112096.0,7882.0,11955856.54,11386631.6204,11833972.928698,15.13,316
R,F,1841590.0,510.0,821175.71,774940.6639,814507.222161,1.39,24
R,F,1841591.0,12982.0,19435565.99,18464790.2764,19205957.051502,24.9,491
R,F,1891908.0,2609.0,3858435.44,3662014.9346,3794399.97619,5.73,108
R,F,1899459.0,675.0,1029196.2,968357.2397,1005911.230895,1.47,27
R,F,1912992.0,6968.0,10158908.63,9632797.2951,10000121.850532,13.75,273
R,F,1912993.0,4892.0,7128265.35,6763701.135,7040823.802955,10.04,198
R,F,2551079.0,8770.0,12993973.1,12383543.4893,12908893.400114,15.76,342
R,F,936756.0,1458.0,2229713.28,2134248.2872,2218005.146422,2.93,60
R,F,1158595.0,7632.0,11496080.74,10904765.4356,11347857.208247,15.05,293
R,F,1485963.0,4957.0,7527356.78,7123216.7633,7404191.647112,10.27,189
R,F,1640509.0,10241.0,15277095.03,14523467.2703,15089373.029978,20.07,408
R,F,1730337.0,604.0,941551.94,885030.2508,918108.703253,1.31,24
R,F,2462064.0,10161.0,14968757.25,14217168.7482,14780782.65276,18.93,382
R,F,234472.0,7801.0,11859826.37,11296651.8394,11748366.26506,14.31,301
R,F,453826.0,11902.0,17927962.19,17057713.6353,17770455.940198,22.62,464
R,F,947150.0,9412.0,14372890.37,13627594.5532,14171865.269073,18.54,366
R,F,1011287.0,3197.0,4729069.9,4500663.4168,4658423.415287,6.5,135
R,F,1011288.0,8857.0,13443030.13,12778152.4016,13290807.251279,17.78,353
R,F,1138195.0,13176.0,19623329.99,18637586.5796,19402481.097946,25.4,517
R,F,2787299.0,12459.0,18369221.91,17385015.1601,18093245.770511,25.92,486
R,F,2803615.0,10351.0,15730781.97,14925866.76,15507963.014032,21.2,415
R,F,2829007.0,2504.0,3694680.51,3511067.7054,3658330.122213,4.75,92
R,F,629744.0,11139.0,16442782.42,15586780.1391,16224857.444881,22.36,444
R,F,1592341.0,1463.0,2095992.54,1963455.1125,2038969.718595,3.59,56
R,F,1657987.0,5484.0,8059325.85,7652661.7999,7938909.342866,10.2,210
R,F,1796190.0,4862.0,7062945.65,6686124.5617,6955393.978961,10.11,190
R,F,1851963.0,3495.0,5110662.66,4842616.8821,5047751.960041,7.46,144
R,F,1851964.0,8475.0,12908225.13,12247252.7378,12729870.157627,17.21,336
R,F,2074356.0,6537.0,9646889.7,9146021.4686,9537309.703834,11.87,236
R,F,2378300.0,11683.0,17516966.53,16595495.7721,17238443.433163,24.36,469
R,F,2805516.0,7294.0,10811024.16,10241715.7249,10650127.230536,14.7,286
R,F,2846851.0,9109.0,13842263.52,13120908.7205,13689084.213993,18.33,355
R,F,190493.0,10736.0,15918480.7,15119490.276,15714069.610375,20.66,418
R,F,376939.0,6185.0,9229985.81,8726377.1442,9049806.19614,12.42,230
R,F,652565.0,13167.0,19845443.4,18880932.1628,19613169.403442,25.01,510
R,F,854407.0,11605.0,17596524.02,16775251.4794,17418158.829334,20.21,435
R,F,1097891.0,8503.0,12726676.12,12069915.2259,12543602.88531,17.74,343
R,F,1525556.0,3150.0,4693306.02,4462973.6652,4653231.779828,5.64,117
R,F,1659496.0,4023.0,6063058.21,5750562.5207,5983342.845104,7.49,152
R,F,1710195.0,2850.0,4284830.13,4072565.9772,4262247.104658,5.73,114
R,F,1731961.0,1026.0,1649014.03,1562975.9501,1619789.238751,2.16,41
R,F,1928671.0,1376.0,2004386.58,1913203.1036,1998864.601962,2.51,57
R,F,2256328.0,11795.0,17598896.42,16701407.443,17325005.245701,22.96,449
R,F,2378655.0,4908.0,7321292.01,6943766.519,7219871.149529,10.16,190
R,F,2455496.0,9282.0,13964600.36,13244819.3555,13784499.702873,18.65,365
R,F,2768416.0,3651.0,5274791.16,5049861.7255,5262624.55036,6.49,140
R,F,790490.0,9553.0,14575553.39,13868713.2629,14438999.195997,17.58,354
R,F,1654091.0,10022.0,15319504.3,14539719.5992,15135720.085881,19.81,402
R,F,1748682.0,5539.0,8507546.02,8075385.2322,8394766.424049,11.35,225
R,F,1978046.0,4311.0,6668267.68,6349518.2545,6640888.724994,7.85,166
R,F,2211171.0,4517.0,7032680.78,6683687.209,6947299.099483,8.49,173
R,F,2396784.0,9213.0,13464858.6,12819598.6043,13323542.839573,17.49,361
R,F,361860.0,8046.0,11891458.89,11335173.2437,11776277.450505,15.41,325
R,F,963722.0,12001.0,18090393.85,17185773.8547,17887670.47549,22.71,459
R,F,1192636.0,7152.0,10538413.18,9974795.7774,10369202.490316,15.64,295
R,F,1615065.0,3159.0,4579092.36,4364911.2959,4543252.597323,6.03,127
R,F,2206663.0,12924.0,19731496.6,18763181.4741,19494633.953628,25.07,511
R,F,2320760.0,6496.0,9699288.22,9195484.5982,9556682.825951,13.24,263
R,F,579908.0,2626.0,4035336.17,3841099.1482,4010212.215881,4.88,100
R,F,817806.0,4216.0,5979308.94,5670500.0244,5908242.577298,8.23,162
R,F,1004428.0,2057.0,3133638.83,2983480.1352,3085007.476652,3.79,79
R,F,1072432.0,9122.0,13540681.69,12861464.6998,13408148.206787,18.02,353
R,F,1490405.0,6742.0,10016971.56,9491134.3108,9878935.014453,14.77,279
R,F,1565965.0,3289.0,5086700.58,4845534.1972,5042793.629241,6.43,132
R,F,2158079.0,7415.0,11278609.77,10706898.8262,11141497.772709,14.57,291
R,F,255292.0,4574.0,6697737.01,6353175.4862,6602249.096335,9.83,185
R,F,520544.0,13756.0,20763992.3,19772703.6266,20524564.939759,26.06,531
R,F,1003934.0,7449.0,11291555.57,10701557.9848,11112345.179446,15.53,300
R,F,1038534.0,5120.0,7723271.19,7344277.0127,7624131.48678,10.3,205
R,F,1413277.0,7039.0,10465449.8,9985918.4158,10391910.04739,13.11,271
R,F,1975692.0,6201.0,9524556.64,9008650.5783,9381238.066823,12.64,240
R,F,2466329.0,9914.0,15289514.08,14483512.6982,15054364.850353,20.26,394
R,F,33604.0,2986.0,4468917.32,4242999.2119,4395920.913064,6.18,125
R,F,43880.0,8562.0,12774665.86,12180850.8345,12671334.057974,16.78,348
R,F,440449.0,4468.0,6779446.95,6412970.0194,6688967.375055,8.95,177
R,F,1126061.0,4642.0,6944236.39,6599225.8197,6843121.62248,8.77,178
R,F,2174673.0,848.0,1327845.27,1255044.2469,1314414.93501,1.9,32
R,F,2197266.0,4582.0,6948934.28,6610768.5541,6894878.833383,8.14,171
R,F,467551.0,3128.0,4844997.09,4595894.4095,4763731.680936,5.69,113
R,F,819730.0,2435.0,3797069.19,3593304.7536,3735907.563176,4.44,89
R,F,1169969.0,8348.0,12723308.4,12104535.4242,12564172.607693,16.27,334
R,F,1241881.0,7816.0,11818424.76,11199425.5017,11638730.331151,16.61,319
R,F,1669914.0,2221.0,3320866.02,3148004.2753,3289981.180367,4.42,86
R,F,1703597.0,10535.0,15933258.15,15214141.4518,15855393.200402,19.07,408
R,F,1743215.0,5571.0,8249794.36,7891339.0748,8201990.308559,9.54,222
R,F,2100868.0,9176.0,13898697.64,13210412.2739,13739337.534446,19.49,388
R,F,2436443.0,3791.0,5675695.43,5390153.9501,5608406.8349,7.74,153
R,F,2529800.0,341.0,557407.51,539213.6639,561100.970057,0.6,13
R,F,2561010.0,144.0,175951.0,166202.7112,175100.574386,0.23,4
R,F,2857198.0,2550.0,3740483.87,3543166.9677,3707310.516625,5.18,103
R,F,2913300.0,3195.0,4814587.28,4581861.3849,4786125.79006,6.55,134
R,F,2913301.0,7668.0,11345134.3,10774515.5,11201497.447826,16.19,327
R,F,473139.0,9821.0,15059138.75,14296312.0388,14887442.412986,19.14,382
R,F,523994.0,9723.0,14611039.32,13916952.6384,14491628.638481,17.74,375
R,F,523995.0,5393.0,8040254.23,7669497.6546,8001108.422307,9.35,210
R,F,884797.0,6201.0,9425251.68,8983649.0633,9339004.454846,11.76,244
R,F,1640029.0,11626.0,17676731.38,16787779.0109,17511216.715325,22.44,459
R,F,141764.0,2993.0,4534211.07,4280001.3091,4451632.496174,6.86,122
R,F,732952.0,2659.0,3987841.87,3794797.2336,3944434.998598,4.62,95
R,F,768719.0,615.0,897138.12,849729.1789,875118.012832,1.05,20
R,F,1126276.0,7135.0,10756622.86,10216934.0151,10643440.387682,13.87,281
R,F,1126277.0,6298.0,9400334.09,8906125.9457,9262240.694785,12.36,243
R,F,1160835.0,3072.0,4637522.99,4408271.2901,4578226.827788,5.88,119
R,F,1946599.0,186.0,267277.72,254088.8002,259811.893374,0.29,6
R,F,1990471.0,2365.0,3354974.68,3191718.3357,3340589.35559,3.93,81
R,F,2535749.0,8847.0,12882250.43,12237784.7726,12702137.91993,17.29,344
R,F,2706619.0,10519.0,15795588.45,15066066.2573,15672094.738009,18.51,395
R,F,92786.0,3993.0,6064859.23,5724548.7341,5940773.452565,8.79,156
R,F,201207.0,4953.0,7620149.07,7243145.3081,7532288.793265,9.53,193
R,F,306485.0,2634.0,3850738.68,3657435.3849,3801513.041691,5.16,104
R,F,327216.0,8545.0,12708806.78,12073498.5293,12576337.049606,16.87,341
R,F,472707.0,10592.0,15785360.54,14997034.269,15558995.963913,20.89,405
R,F,477821.0,3217.0,4665500.98,4431939.6915,4635536.177602,5.87,125
R,F,538028.0,11412.0,17162768.03,16316407.0556,16921547.263939,22.35,447
R,F,1277957.0,10917.0,16386873.91,15571344.463,16235365.318646,21.89,444
R,F,1338298.0,1872.0,2905827.97,2757502.6051,2875828.763809,4.39,82
R,F,1360382.0,6074.0,8836915.26,8392305.9656,8751362.12644,11.38,230
R,F,1594303.0,6896.0,10592630.11,10073855.7226,10501928.026423,12.96,268
R,F,40032.0,10101.0,15142927.89,14367404.6037,14917439.197827,20.59,411
R,F,797577.0,5549.0,8271826.68,7894900.247,8224969.132712,9.49,211
R,F,927673.0,11777.0,17537863.07,16665523.9315,17328719.087274,23.75,471
R,F,987634.0,7147.0,10907837.28,10365636.7996,10771542.762717,14.19,285
R,F,1068692.0,9306.0,13839285.7,13131096.9909,13642599.218666,18.86,377
R,F,1200191.0,4395.0,6577563.82,6249318.7649,6474296.859829,8.8,176
R,F,1452799.0,3977.0,6109144.52,5823445.991,6034493.830844,7.76,167
R,F,1626977.0,7812.0,11568588.22,11022395.3656,11487656.121311,14.86,309
R,F,2282111.0,4370.0,6729058.02,6398795.7218,6664694.597502,8.17,162
R,F,2436483.0,5057.0,7426967.39,7040646.4929,7328412.147954,9.92,194
R,F,620978.0,6426.0,9564126.78,9085313.0577,9447282.256978,11.96,247
R,F,699966.0,2510.0,3699645.27,3536059.6798,3683224.403423,4.42,98
R,F,729682.0,1157.0,1786451.63,1701604.8044,1771321.499767,2.16,43
R,F,1584041.0,8595.0,12884666.32,12253552.1741,12750308.358114,16.4,331
R,F,2257733.0,8723.0,13547827.33,12847503.4898,13376488.856741,17.73,346
R,F,2855238.0,3942.0,5809707.96,5510302.5567,5732367.140375,8.14,161
R,F,367977.0,4413.0,6624937.83,6263159.1969,6508598.8492,9.24,177
R,F,580578.0,11620.0,17503898.24,16622047.987,17258864.234236,22.7,451
R,F,580579.0,767.0,1150467.37,1110902.7282,1155076.54771,1.34,34
R,F,1082931.0,13097.0,19754423.15,18753758.6412,19501947.062863,25.99,514
R,F,1126173.0,3867.0,5804639.47,5505206.6909,5748524.886497,7.43,149
R,F,1743036.0,2779.0,4038501.67,3815620.8846,3964781.354903,5.79,107
R,F,2331448.0,9569.0,14484228.19,13719799.5804,14279382.68571,20.34,383
R,F,2420400.0,1583.0,2256833.48,2138791.7869,2228851.366217,3.34,69
R,F,2437264.0,12157.0,18250611.23,17329601.1522,18032886.455106,22.94,460
R,F,843294.0,6738.0,10139361.68,9613348.1106,9965985.888171,12.6,246
R,F,1166633.0,9514.0,14201510.56,13494086.3155,14051637.291143,18.79,380
R,F,1166634.0,1884.0,2800911.34,2676350.2141,2796797.490609,3.68,81
R,F,1458486.0,988.0,1340930.18,1280597.8585,1327432.495129,1.79,38
R,F,1757858.0,8903.0,13698810.41,13021203.1765,13514485.320294,16.79,340
R,F,1788386.0,11176.0,16881146.25,16057894.8605,16684196.982474,21.98,447
R,F,1995934.0,9232.0,13797791.93,13130271.0372,13669783.108575,17.93,365
R,F,2283116.0,12198.0,18138861.23,17217132.0386,17944971.941501,24.4,499
R,F,2452269.0,735.0,1130449.97,1070095.2464,1106746.285569,1.72,32
R,F,2452270.0,10530.0,15610730.68,14856817.0896,15485037.368082,20.43,422
R,F,388295.0,8498.0,12755631.01,12095739.5869,12557017.843648,16.71,325
R,F,1000688.0,1771.0,2684924.4,2526189.1447,2611147.997579,4.26,77
R,F,1000689.0,11681.0,17417631.82,16460070.7754,17094605.133683,22.36,421
R,F,2119244.0,1357.0,1987172.12,1901819.7493,1974781.392415,2.57,60
R,F,2200562.0,13088.0,19362356.04,18365382.4786,19087624.727857,26.25,512
R,F,2572056.0,5584.0,8320120.5,7903491.4494,8236862.303953,10.99,220
R,F,2760035.0,9214.0,13633671.29,12939090.5394,13463880.168226,18.36,361
R,F,2149310.0,1514.0,2281819.67,2151395.9258,2235274.478687,3.32,61
R,F,2149311.0,12072.0,17926690.76,17028540.1486,17717603.307204,23.61,468
R,F,2246964.0,7628.0,11213122.19,10670165.2246,11107392.950915,14.6,297
R,F,2727810.0,6059.0,9263292.32,8817200.3516,9165771.598786,11.22,234
R,F,2744494.0,5861.0,8726970.87,8313540.5043,8632009.747252,11.3,229
R,F,2777075.0,4102.0,5929618.99,5609826.3524,5836386.527406,8.46,157
R,F,2836312.0,2605.0,4044071.33,3825837.3682,3988227.595647,5.2,102
R,F,2893860.0,1271.0,1930391.27,1845068.5384,1935067.870999,2.04,48
R,F,753049.0,1246.0,1926248.08,1822142.5229,1895215.046156,2.94,55
R,F,2056075.0,2181.0,3343304.6,3150635.9757,3272228.284036,4.45,85
R,F,2202613.0,5923.0,9058511.99,8628148.024,8996878.789661,11.47,239
R,F,2351153.0,9977.0,14902903.33,14149219.266,14747826.139842,20.64,410
R,F,2898926.0,8757.0,13178483.76,12455806.9655,12947655.716969,17.42,321
R,F,114771.0,7771.0,11666360.35,11076011.0411,11520057.18294,15.5,303
R,F,157261.0,4282.0,6510829.03,6190601.6483,6415089.281033,8.28,164
R,F,528972.0,1098.0,1589025.58,1498955.2209,1548757.627127,2.27,39
R,F,764473.0,5062.0,7646562.73,7246354.9463,7517112.214342,10.35,200
R,F,1469321.0,13523.0,20634620.68,19583446.3982,20357062.048701,27.21,536
R,F,1530238.0,10640.0,16294377.46,15500202.1324,16169495.457761,19.59,402
R,F,1841933.0,6317.0,9362103.06,8874489.8693,9223851.777868,12.79,251
R,F,2163751.0,6094.0,9098066.53,8669573.407,8998215.096851,11.75,246
R,F,2229464.0,3396.0,4999216.8,4737088.8612,4903983.800353,6.58,125
R,F,2229465.0,9968.0,15235222.92,14478856.5616,15089202.094519,19.26,394
R,F,2704788.0,7827.0,11488112.19,10906482.5191,11309406.583831,15.31,299
R,F,2916812.0,9384.0,13995083.15,13294425.5945,13877465.833075,17.71,359
R,F,167635.0,10901.0,16431056.29,15604078.83,16231851.394386,21.28,411
